0000	à	25
0000	a	848033
00010	saran	22
00010	AN	100
00010	da	166
00010	an	74230
000110	mucho	28
000110	no	45018
000110	NO	1778
0001110	some	75847
0001110	lotsa	43
00011110	ANY	349
00011110	any	29755
00011111	Racer	23
00011111	Avril	23
00011111	por	25
00011111	Engine	32
00011111	5-	45
00011111	another	18208
00011111	ANOTHER	99
00100	tomorrow's	23
00100	Gather's	25
00100	yesterday's	39
00100	somebody's	47
00100	God's	57
00100	thier	115
00100	their	91788
00100	his	16773
00101	dem	22
00101	hte	23
00101	te	24
00101	Cornell's	24
00101	Princeton's	25
00101	Cal's	25
00101	Philadelphia's	27
00101	NYC's	29
00101	Pittsburgh's	30
00101	Cambridge's	30
00101	Pasadena's	31
00101	Providence's	33
00101	god's	37
00101	mr.	42
00101	Ithaca's	42
00101	Westwood's	44
00101	LA's	54
00101	th	57
00101	Seattle's	65
00101	America's	72
00101	Atlanta's	85
00101	teh	85
00101	UCLA's	96
00101	the	1334696
00101	Boston's	115
00110	this	180203
00110	Buona	29
001110	melt-in-your	20
001110	strep	21
001110	everyones	34
001110	everybody's	36
001110	my	225771
0011110	yer	49
0011110	someones	72
0011110	his/her	87
0011110	anyone's	167
0011110	ur	252
0011110	someone's	513
0011110	everyone's	514
0011110	your	71300
0011111	tonight's	38
0011111	our	49974
0011111	today's	188
010000	Over-priced	20
010000	Self-serve	20
010000	Lazy	20
010000	Relaxing	20
010000	Fab	20
010000	Rooftop	20
010000	Stylish	20
010000	Tight	20
010000	Innovative	20
010000	Topping	21
010000	Individual	21
010000	Diverse	21
010000	Rustic	21
010000	Starving	21
010000	-Their	21
010000	Horrendous	21
010000	Gigantic	22
010000	Inconsistent	22
010000	Nicest	22
010000	Phone	22
010000	Non	22
010000	Thee	22
010000	Tangy	22
010000	Nearby	22
010000	Tacky	22
010000	Dumb	22
010000	Current	22
010000	Dorm	23
010000	Th	23
010000	Stale	23
010000	Updated	24
010000	Numerous	24
010000	Overcooked	24
010000	Satisfying	24
010000	Flaky	24
010000	Hurray	25
010000	Unfriendly	25
010000	Generic	25
010000	Pretentious	25
010000	Unpretentious	25
010000	Accepts	25
010000	Tasteless	26
010000	Lively	26
010000	-good	26
010000	Flavorless	26
010000	Polite	27
010000	Efficient	27
010000	Surprising	27
010000	Fake	27
010000	Shitty	27
010000	Deviled	27
010000	Smoky	27
010000	-Free	27
010000	Impeccable	27
010000	Fav	27
010000	Prepared	27
010000	Legit	28
010000	Outrageous	28
010000	Minimal	28
010000	Enjoyable	28
010000	Adequate	29
010000	Sloppy	29
010000	Empty	29
010000	Gooey	29
010000	Classical	29
010000	Constant	30
010000	-Good	30
010000	Glorious	30
010000	So-so	30
010000	Creepy	30
010000	Sketchy	31
010000	Weak	31
010000	Private	31
010000	Soggy	31
010000	Elegant	31
010000	Scary	32
010000	Quirky	32
010000	Scrumptious	32
010000	Noise	32
010000	Noisy	32
010000	Exotic	33
010000	00	33
010000	A+++	34
010000	Insane	34
010000	Cafeteria	34
010000	Fluffy	34
010000	Surly	34
010000	Collard	34
010000	Speedy	34
010000	Edible	35
010000	Hearty	35
010000	Chic	35
010000	Melted	35
010000	Recent	35
010000	Actual	36
010000	Spectacular	36
010000	Locker	36
010000	Exceptional	37
010000	Scrambled	37
010000	Consistent	37
010000	Older	37
010000	Cramped	38
010000	Ticket	38
010000	ype	38
010000	Goodbye	38
010000	Prompt	38
010000	--------	38
010000	Ideal	38
010000	Greatest	39
010000	Chewy	39
010000	Romantic	40
010000	Sliced	40
010000	Online	40
010000	Return	40
010000	Adorable	41
010000	Instant	41
010000	Various	42
010000	Extensive	42
010000	Plastic	42
010000	Smooth	42
010000	Reliable	44
010000	Stellar	44
010000	Intimate	44
010000	Popular	45
010000	Relaxed	46
010000	Important	47
010000	-Great	47
010000	Sexy	47
010000	Refreshing	48
010000	Draft	49
010000	Seasoned	49
010000	Crappy	50
010000	Indoor	50
010000	Knowledgeable	52
010000	Upscale	53
010000	Awkward	54
010000	Comfort	54
010000	Today's	55
010000	Trendy	55
010000	Filling	55
010000	Savory	56
010000	Delightful	56
010000	Phenomenal	56
010000	Cheapest	57
010000	Serious	58
010000	Terrific	60
010000	Impressive	60
010000	Charming	60
010000	Spacious	61
010000	Single	61
010000	Killer	62
010000	Epic	62
010000	Funky	63
010000	Tough	64
010000	Superb	64
010000	Comfy	65
010000	Annoying	65
010000	Neat	67
010000	Raw	67
010000	Drunk	67
010000	Self	67
010000	asting	68
010000	Boring	68
010000	Cheesy	69
010000	Quaint	69
010000	Serving	70
010000	Normal	70
010000	Sales	71
010000	Flash	72
010000	Crowded	73
010000	Basic	73
010000	Crap	74
010000	Ample	74
010000	Professional	76
010000	Traditional	77
010000	Wide	78
010000	Complete	80
010000	Fancy	80
010000	Heavenly	80
010000	Complimentary	81
010000	Unlimited	81
010000	Flavorful	82
010000	Bright	82
010000	Massive	85
010000	Odd	88
010000	Chill	89
010000	Busy	89
010000	Helpful	89
010000	Strong	98
010000	Thick	98
010000	Quiet	101
010000	Attentive	101
010000	Points	102
010000	Random	103
010000	Pleasant	104
010000	Classy	104
010000	Weekend	105
010000	Zero	106
010000	Creative	110
010000	Casual	115
010000	Inexpensive	116
010000	Comfortable	119
010000	Major	119
010000	Gorgeous	120
010000	Pool	123
010000	Plain	126
010000	Tender	128
010000	-the	128
010000	Homemade	129
010000	Limited	133
010000	Affordable	139
010000	Unique	144
010000	Dim	146
010000	Creamy	151
010000	Hooray	151
010000	Regular	153
010000	Portion	154
010000	Authentic	157
010000	Dry	157
010000	Outstanding	161
010000	Bland	164
010000	Cozy	167
010000	Rude	168
010000	Tiny	170
010000	Bravo	171
010000	Thin	173
010000	Healthy	174
010000	Greasy	178
010000	Awful	184
010000	Soft	191
010000	Slow	191
010000	Frozen	194
010000	Incredible	195
010000	Convenient	198
010000	Fabulous	204
010000	Mixed	206
010000	Reasonable	206
010000	Mediocre	208
010000	Standard	224
010000	Pricey	231
010000	Typical	231
010000	Low	237
010000	Extra	244
010000	Lovely	245
010000	Warm	269
010000	Outdoor	273
010000	Expensive	288
010000	Average	294
010000	Poor	298
010000	Lucky	333
010000	Sad	333
010000	Favorite	350
010000	Dear	352
010000	Interesting	355
010000	Overpriced	359
010000	Terrible	366
010000	Total	373
010000	Drink	378
010000	Horrible	385
010000	Customer	398
010000	Crazy	400
010000	Worst	441
010000	Real	446
010000	Easy	460
010000	Simple	490
010000	Solid	490
010000	Quality	514
010000	Wonderful	529
010000	Quick	532
010000	Clean	532
010000	Same	535
010000	Large	536
010000	High	555
010000	Beautiful	574
010000	Huge	614
010000	Cute	660
010000	Fantastic	665
010000	Tasty	680
010000	Fun	686
010000	Yay	738
010000	Fast	796
010000	Cool	797
010000	Bad	877
010000	Yummy	882
010000	Small	994
010000	Decent	1208
010000	Perfect	1240
010000	Cheap	1253
010000	Free	1301
010000	Amazing	1432
010000	Friendly	1568
010000	Fresh	1613
010000	Excellent	1646
010000	Awesome	1835
010000	Delicious	1966
010000	Thanks	2166
010000	Nice	3513
010000	Best	4611
010000	Good	9476
010000	Great	13532
0100010	Fully	21
0100010	Soooooo	22
0100010	Lightly	23
0100010	Insanely	23
0100010	Insert	24
0100010	Hella	24
0100010	Dimly	25
0100010	Deliciously	25
0100010	Overly	26
0100010	Utterly	26
0100010	-Very	26
0100010	Sorta	27
0100010	C'est	27
0100010	Pleasantly	27
0100010	Unbelievably	28
0100010	Coffee's	29
0100010	Thoroughly	29
0100010	Fucking	29
0100010	Moderately	29
0100010	Wonderfully	30
0100010	Dirt	36
0100010	Freaking	39
0100010	Beautifully	40
0100010	-a	41
0100010	Definite	48
0100010	Decently	54
0100010	Sooooo	57
0100010	Soo	61
0100010	-A	68
0100010	Ridiculously	72
0100010	Somewhat	82
0100010	Relatively	92
0100010	Nicely	116
0100010	Incredibly	122
0100010	Soooo	129
0100010	Consistently	129
0100010	Fairly	133
0100010	Reasonably	158
0100010	Slightly	183
0100010	Completely	184
0100010	Sooo	197
0100010	Extremely	281
0100010	Perfectly	290
0100010	Kinda	314
0100010	Holy	609
0100010	Open	697
0100010	Absolutely	888
0100010	Super	1426
0100010	An	1545
0100010	Pretty	2445
0100010	Really	3851
0100010	Very	7046
0100010	A	22585
0100011	Parts	20
0100011	Closest	20
0100011	Slight	20
0100011	Posh	21
0100011	Groups	21
0100011	Unheard	22
0100011	Matter	23
0100011	Closing	25
0100011	Loads	25
0100011	Examples	25
0100011	Memories	27
0100011	Sick	27
0100011	Homeless	30
0100011	Pitchers	33
0100011	Previous	34
0100011	Chunks	35
0100011	Highlight	37
0100011	Certain	38
0100011	Tired	41
0100011	Bit	42
0100011	Minor	45
0100011	Additional	45
